,mean,std,2.5q,25q,50q,75q,97.5q,mc err
v_Intercept_subj.538,-0.26788296260811417,0.068985928357459675,-0.40479390415134753,-0.31400850038874495,-0.26812944020361035,-0.22081348852028213,-0.1348053911728313,0.00064776216782572616
v_Intercept_subj.539,0.33910426524238546,0.068856472655979883,0.20582563159126796,0.29175729498088299,0.3395956952391192,0.38519671097160696,0.4740392627269342,0.00075917594684418005
v_Intercept_subj.541,-0.090942754027333469,0.060370545535110898,-0.21056635767717941,-0.13156989567592775,-0.090647849410869369,-0.050569585558899205,0.028280824271804117,0.00061439808337486739
v_Intercept_subj.542,-0.041531732640768738,0.056352290142860348,-0.15094168787773629,-0.079862023286272926,-0.041609965874896543,-0.0028615650756541738,0.067920506097690569,0.00065448742622600527
v_stim,1.445501691877505,0.06223584498867455,1.324658726122935,1.4035796297590351,1.4447118341271137,1.4865875372453543,1.5693539941533348,0.00059929155958469396
v_stim_std,0.35762316802792299,0.050021881983595147,0.2736913351805712,0.32203541373101741,0.35355363321338507,0.38787821958178326,0.46910740212574203,0.00052354398312343575
v_stim_subj.501,1.3773817951981018,0.12508805060542871,1.1309045183897293,1.2934730953264189,1.3792104996614911,1.4617653312743237,1.6162297344509997,0.0010541879217483374
v_stim_subj.502,1.7356755803882706,0.14115684565252976,1.4579801750417434,1.639990147796538,1.7358107035773473,1.8313219465786013,2.0138906562590044,0.0012201595829520796
v_stim_subj.503,1.8910878906009096,0.14267681385746528,1.6102469796416656,1.7960894532684875,1.8894560335145911,1.986403924813406,2.1735676284579974,0.001212865939210874
v_stim_subj.504,0.73162565993246653,0.11730548697758862,0.50165277991869195,0.65227246698541008,0.73183813098305917,0.81115668517477624,0.96215860332687964,0.00098928675650668979
v_stim_subj.505,2.1675677535921154,0.16064598453058898,1.855936564726048,2.0595241976561822,2.1662808752801372,2.2765545964149685,2.4841427734343209,0.0015505500978255876
v_stim_subj.506,0.97319933638983558,0.10388830460149823,0.77232916443852995,0.9021061601215945,0.97208988009076058,1.0433547660093567,1.176869041729812,0.00091940190298454567
v_stim_subj.507,1.883947297013489,0.1502451572207027,1.5930903094851674,1.7821176883805483,1.883471676517855,1.9853638421659914,2.1809667967479092,0.0012362991730897929
v_stim_subj.508,1.3615611113655295,0.12347288244572827,1.1215786281908875,1.2787391671275892,1.3616197958156142,1.4442135707912269,1.6056406144794408,0.0010392492213865448
v_stim_subj.509,1.9156171337835668,0.14546254123989816,1.6357453084694087,1.8161840817829853,1.9131716148131888,2.0132223438402734,2.2064386992155152,0.0013287121242331304
v_stim_subj.510,1.2937928486379333,0.10719268123962318,1.0827510402001481,1.2216178053922189,1.2940513353164789,1.3657613915897002,1.5042615355818081,0.00088345898648842149
v_stim_subj.511,1.7584294455677645,0.13352721340041454,1.4955280103742368,1.6693835900247238,1.7584675684076141,1.8474285848638667,2.019163894884187,0.0012285925261871771
v_stim_subj.512,1.5623167948671179,0.13768047133994074,1.2912029960355513,1.4708919697375455,1.5619194135131098,1.6545149848101208,1.8335953910478959,0.0010332045570912263
v_stim_subj.513,1.2324745970680429,0.10699352703557993,1.0241735487924026,1.1597431454902263,1.233228162187797,1.3054000591471067,1.4423451092031436,0.0008611937601002023
v_stim_subj.514,0.93281846419474845,0.1012461287557837,0.73659772402024037,0.8638951684621311,0.93277443357979095,1.0019044400251851,1.1310767366919394,0.00086207775249227037
v_stim_subj.515,1.6386428304373726,0.12609056629915172,1.394296245591734,1.554181259265683,1.6383202993779027,1.7242903025828518,1.8858086081109204,0.0011168841598354908
v_stim_subj.516,0.9091711442371111,0.099998274547147825,0.71396044583675644,0.84229552351294312,0.90994806140682583,0.97607071313602534,1.1048099164545295,0.00087009929027175893
v_stim_subj.517,1.3635036538270344,0.12088196305629156,1.1306979294515709,1.2814418511256409,1.3639741041342539,1.4466497443847777,1.5992224999813534,0.001125144133102825
