4.761410515592381931e-02,1.115319223197673987e-01
4.592115062993749885e-02,8.827363926547238115e-02
5.414136919879915938e-02,1.127093170425992608e-01
5.907037347266196059e-02,1.200306626894433459e-01
6.397555338272493952e-02,9.032642403276328058e-02
4.231493485847329095e-02,7.505115215802693474e-02
4.156431348667419950e-02,9.433963865494478240e-02
4.862869000258963209e-02,1.484020183643477986e-01
5.895082984208428745e-02,7.403111262373188173e-02
7.230257583483018502e-02,1.094638004794863811e-01
8.252810119801953781e-02,9.929890129564142298e-02
2.919671418715750685e-02,1.017862098865972564e-01
4.476220610602098249e-02,1.009963306568735369e-01
6.464358153913700444e-02,1.162428377931115087e-01
6.970603081222112585e-02,8.065538700210224399e-02
4.573385078796823877e-02,1.265268682960649649e-01
6.974354092074736000e-02,8.084165444921495580e-02
4.644761176037466577e-02,9.255741318330436285e-02
2.859056668345004090e-02,1.031400700178713714e-01
8.927667867658212186e-02,9.223563610338202101e-02
5.885653484823884229e-02,1.053384787136901202e-01
4.621395601439303585e-02,1.026850401104235783e-01
2.602416539920932373e-02,4.293340596676903376e-02
4.984291409325376787e-02,1.318966014313300572e-01
1.129010308691928699e-02,1.282033165455132573e-01
4.271940440571248693e-02,9.835714482995222552e-02
3.957128230896887061e-02,1.086244279779146060e-01
7.840415953373164326e-02,9.802332680620476357e-02
4.788481060076586054e-02,1.074106464620570162e-01
4.068042388400529286e-02,1.051970702052245632e-01
4.034146735551686486e-02,6.247330686128237109e-02
8.489084437503327529e-02,1.184139440813003347e-01
4.346999174662031368e-02,1.271654793497271618e-01
3.888557331378699605e-02,9.546720329790017723e-02
4.868100160660665532e-02,1.627072696185458134e-01
7.741014413664298877e-02,8.581881942500199645e-02
4.928486197838519850e-02,9.097016292854594177e-02
6.225277043428477375e-02,9.083545829802400218e-02
2.526421077279528832e-02,1.056066465474736205e-01
6.246278034988299310e-02,1.195121470448482770e-01
7.530742092221737183e-02,1.066164347138691543e-01
5.148039755023366137e-02,8.974103676854569556e-02
3.156862095319041411e-02,1.115951509085658377e-01
6.223814163368611430e-02,1.161732593036889777e-01
8.262820328543338255e-02,1.168078061578432525e-01
1.594165857823526961e-02,1.026526724090401355e-01
-2.419640451188177777e-03,1.347650591360328720e-01
2.608761789226176492e-02,1.131536645061764351e-01
5.493314981406391406e-02,9.774645498732945081e-02
6.951665389655159455e-02,7.535738274097981970e-02
1.055621485460298686e-01,5.802885332591045664e-02
1.143887104573689389e-01,8.588678016018073957e-02
6.314679006410016393e-02,6.565283930228277276e-02
3.131732720743314602e-02,9.079245806894205295e-02
4.465425100355126242e-02,9.924280593852388699e-02
4.604530611880263552e-02,1.111928401203088612e-01
5.166100286409607001e-02,7.482147474159211997e-02
8.440716257259670008e-02,5.877748879387081904e-02
8.518095568857474154e-02,7.685789035869818042e-02
3.595019790756279199e-02,1.311418724861175833e-01
3.576091959025064909e-02,1.216934396096391174e-01
4.850564774509903004e-02,7.185053650789569035e-02
7.910709047893366153e-02,9.492608948225961241e-02
9.738011111718687662e-02,6.669992534322130573e-02
-7.514364022698422074e-03,1.100214800749580585e-01
1.304448275999521567e-02,9.436327683516643194e-02
3.415008392344386079e-02,9.364862781857133389e-02
1.255380076888062413e-01,9.370991022972019469e-02
5.923649488107772532e-02,1.026521903523389123e-01
8.079405319793368789e-02,1.026701713635563007e-01
4.389687739464950139e-02,1.072228906624908412e-01
6.141099429120948361e-02,7.272106846600330521e-02
7.464358859694787685e-02,8.836167556957288949e-02
8.297398475080330904e-02,1.133058964536489410e-01
6.347584305043206532e-02,1.096201695464752712e-01
5.108363358928825343e-02,8.956548453925242126e-02
3.792433618237590898e-02,1.272187256976827774e-01
4.512069335246932794e-02,1.132656646891787439e-01
7.990468471824388463e-02,6.693076123780972164e-02
6.911236297340726809e-02,3.269362630021246247e-02
3.798751718490153695e-02,9.833832499815350903e-02
3.587358296107608785e-02,7.288281827765680232e-02
5.593898615855504713e-02,7.094795575683769673e-02
3.076734232705874428e-02,4.991395029725297083e-02
5.543527502269802315e-02,9.745880927417358008e-02
5.314059230463133443e-02,1.358782039828216048e-01
2.433409633435834954e-02,1.039049552039456037e-01
-2.963218628450753345e-04,1.170993774916488095e-01
2.935464051782874298e-02,1.135269660394507413e-01
2.438958119969265176e-02,1.058144241425853227e-01
8.554791812147939656e-02,1.044355700575777535e-01
7.629641443175044779e-02,9.887315142794177170e-02
-1.764756091377558608e-02,8.733957125325247928e-02
-4.922143741834739822e-03,1.246814656651031999e-01
