2.049121536618252470e+00,4.930976932185880957e-01,1.115319223197673987e-01,3.452689031627715482e-02,4.761410515592381931e-02,1.428970621008533781e+00,5.408604976303335587e-02
2.051977258394771741e+00,5.199068978825900356e-01,8.827363926547238115e-02,3.414356774846186854e-02,4.592115062993749885e-02,1.399299607718898164e+00,-4.795538310688116090e-03
1.978717157078092370e+00,4.574226214609394825e-01,1.127093170425992608e-01,3.391460531128243777e-02,5.414136919879915938e-02,1.569353994153334764e+00,7.050250979263300577e-02
1.992854043596083313e+00,4.697124737042148168e-01,1.200306626894433459e-01,3.327708008417119140e-02,5.907037347266196059e-02,1.506231693397170224e+00,-2.507606293882941317e-04
2.042942973314920696e+00,4.984260851047291330e-01,9.032642403276328058e-02,3.348156318288647570e-02,6.397555338272493952e-02,1.482220732088755932e+00,5.361603431641939754e-02
2.001067846106576287e+00,5.079726754392068777e-01,7.505115215802693474e-02,3.310373255081568850e-02,4.231493485847329095e-02,1.390663163731250984e+00,9.395351132054390042e-02
2.087079829322631142e+00,4.725862258656653436e-01,9.433963865494478240e-02,3.305460311631119169e-02,4.156431348667419950e-02,1.574761768005476625e+00,4.514817673238606666e-02
2.088223016582309910e+00,5.117374454333467604e-01,1.484020183643477986e-01,3.328017130201809531e-02,4.862869000258963209e-02,1.459546997456206086e+00,5.634238999523345781e-02
2.073573867234799195e+00,4.608035951219928705e-01,7.403111262373188173e-02,3.330804802167664641e-02,5.895082984208428745e-02,1.398671932444671917e+00,1.507237743629616378e-02
2.037649406399576701e+00,4.761679798288209198e-01,1.094638004794863811e-01,3.450991004059782846e-02,7.230257583483018502e-02,1.349936035281194879e+00,3.889159202810235638e-02
2.028164721946772442e+00,4.993143006748472779e-01,9.929890129564142298e-02,3.473432475924202734e-02,8.252810119801953781e-02,1.478134183259790069e+00,5.338165473163974939e-02
2.019481805717763034e+00,5.041172744870247024e-01,1.017862098865972564e-01,3.433961993487656683e-02,2.919671418715750685e-02,1.403839926656419879e+00,5.607521643008701179e-02
1.999159363628129293e+00,4.802409702052313212e-01,1.009963306568735369e-01,3.574445930411621064e-02,4.476220610602098249e-02,1.608224067146625691e+00,4.414669015057554047e-02
2.040960238380780112e+00,5.122306639515319393e-01,1.162428377931115087e-01,3.674833553111971074e-02,6.464358153913700444e-02,1.536968916550836672e+00,4.527943481136384452e-02
1.980259688477993052e+00,5.355457569887775993e-01,8.065538700210224399e-02,3.695016533286401422e-02,6.970603081222112585e-02,1.469139202045616210e+00,1.235317978100364950e-02
1.976698079945149455e+00,4.774295485186450527e-01,1.265268682960649649e-01,3.719609964938003915e-02,4.573385078796823877e-02,1.523582873056368525e+00,1.288560557282468766e-01
2.032116978275386288e+00,4.446508960565813129e-01,8.084165444921495580e-02,3.618896827165111324e-02,6.974354092074736000e-02,1.472402706526453331e+00,8.291679347293887115e-02
1.985804163650522813e+00,4.758396920118811990e-01,9.255741318330436285e-02,3.693411762096474038e-02,4.644761176037466577e-02,1.496092445736018739e+00,6.383998683101060889e-02
1.981337194066781215e+00,4.928814505549417024e-01,1.031400700178713714e-01,3.600799261026545184e-02,2.859056668345004090e-02,1.485750756975491083e+00,3.383786835559006445e-02
2.033927312535099841e+00,5.130488658031057136e-01,9.223563610338202101e-02,3.583115114155033948e-02,8.927667867658212186e-02,1.428376791285601355e+00,6.764133373617955969e-02
2.012431184603539425e+00,4.890898236096423712e-01,1.053384787136901202e-01,3.558324227314173943e-02,5.885653484823884229e-02,1.644734994479014167e+00,3.707972361114619114e-02
2.051342575012225389e+00,4.658442950359956147e-01,1.026850401104235783e-01,3.568448641252105341e-02,4.621395601439303585e-02,1.510770970027416338e+00,7.865160230886909798e-02
2.022920132020987971e+00,5.128604140763184382e-01,4.293340596676903376e-02,3.580500860588257256e-02,2.602416539920932373e-02,1.402826187831964777e+00,6.317409590405444197e-02
2.049246250332868335e+00,4.923113257380264951e-01,1.318966014313300572e-01,3.580469599197965563e-02,4.984291409325376787e-02,1.548601460519853257e+00,5.774647559473836816e-02
2.023011975542330365e+00,5.191615925489799777e-01,1.282033165455132573e-01,3.572228079094383335e-02,1.129010308691928699e-02,1.338646365594016618e+00,6.392248509629504249e-02
2.006107355631610023e+00,5.187009498832815257e-01,9.835714482995222552e-02,3.639344274104592408e-02,4.271940440571248693e-02,1.354856166484080360e+00,4.141094551547985780e-02
1.944346487958062752e+00,5.172112499563662480e-01,1.086244279779146060e-01,3.659310378033842071e-02,3.957128230896887061e-02,1.442827215853583533e+00,9.528327701216858514e-02
1.978115578345487346e+00,4.993319369893602921e-01,9.802332680620476357e-02,3.687768455788863892e-02,7.840415953373164326e-02,1.490739250572896912e+00,9.756108879577185533e-02
2.028768530162783357e+00,5.178142258771559758e-01,1.074106464620570162e-01,3.709801646814467335e-02,4.788481060076586054e-02,1.546544539401556007e+00,2.897236575465966107e-02
1.956634693570500572e+00,5.011688050178694231e-01,1.051970702052245632e-01,3.789503847493792127e-02,4.068042388400529286e-02,1.459123563226990328e+00,1.964354340709238006e-02
1.961213041458015560e+00,5.115012964633027792e-01,6.247330686128237109e-02,3.831120381128694935e-02,4.034146735551686486e-02,1.440933012565927651e+00,1.286406477990704456e-01
2.032679140911608506e+00,4.859274491912316529e-01,1.184139440813003347e-01,3.888170797180481170e-02,8.489084437503327529e-02,1.476401481825468487e+00,1.626196887682472558e-03
1.996905103508347157e+00,4.862660119001716019e-01,1.271654793497271618e-01,3.888391579072682236e-02,4.346999174662031368e-02,1.479329361554324374e+00,1.838874216017675339e-02
1.980346054211228113e+00,5.239435196385139326e-01,9.546720329790017723e-02,3.864060162308046581e-02,3.888557331378699605e-02,1.437598950857931213e+00,2.764900487663618858e-02
1.998246613796711202e+00,4.763886830637702463e-01,1.627072696185458134e-01,3.894230525661501741e-02,4.868100160660665532e-02,1.414163088386374056e+00,4.076847112054095279e-02
1.952808109124581692e+00,4.930233848346349257e-01,8.581881942500199645e-02,3.683293785476458859e-02,7.741014413664298877e-02,1.428865236627705038e+00,3.047382079758068421e-02
2.010261398401401056e+00,4.767092480238257490e-01,9.097016292854594177e-02,3.689799367278288195e-02,4.928486197838519850e-02,1.406718970067516450e+00,1.368970439035070985e-01
2.057575973876833775e+00,5.299135194218096423e-01,9.083545829802400218e-02,3.852845443882694371e-02,6.225277043428477375e-02,1.465923802652679520e+00,1.353357638052965217e-01
2.005570375332996758e+00,4.972847491349114413e-01,1.056066465474736205e-01,3.650903573076938469e-02,2.526421077279528832e-02,1.440681532218339722e+00,6.319695100316752301e-02
2.021750412916043071e+00,4.524183560685519079e-01,1.195121470448482770e-01,3.561946392887486990e-02,6.246278034988299310e-02,1.400996748757920463e+00,3.903281055990670545e-02
1.912346422007125790e+00,4.976962514544870375e-01,1.066164347138691543e-01,3.577150845136913698e-02,7.530742092221737183e-02,1.437260450435993375e+00,5.130987260074700018e-02
1.997228304465964666e+00,5.102297565383385747e-01,8.974103676854569556e-02,3.599215457812448421e-02,5.148039755023366137e-02,1.361418077795428561e+00,1.925192886332685593e-02
1.985907215626840028e+00,4.827495259989270648e-01,1.115951509085658377e-01,3.610543036487027374e-02,3.156862095319041411e-02,1.337908953183668093e+00,5.659833271398470589e-02
2.039904174453746055e+00,4.358658096700909756e-01,1.161732593036889777e-01,3.548387666275834573e-02,6.223814163368611430e-02,1.488194139065755150e+00,4.611229919375457731e-02
1.980355728535635240e+00,4.699316542665701313e-01,1.168078061578432525e-01,3.500515942768711586e-02,8.262820328543338255e-02,1.378480011875871547e+00,2.633737498935057042e-02
2.143827713380509259e+00,4.831053770022691873e-01,1.026526724090401355e-01,3.533136751219583677e-02,1.594165857823526961e-02,1.397088192675915996e+00,1.344455094657064087e-01
1.961296939983313781e+00,4.956215150922443913e-01,1.347650591360328720e-01,3.541708817774134876e-02,-2.419640451188177777e-03,1.524437380173275347e+00,4.006297371257891426e-02
2.150398197289081992e+00,5.027123296430741073e-01,1.131536645061764351e-01,3.512264896872097086e-02,2.608761789226176492e-02,1.406978268745251226e+00,5.035115851523427194e-02
2.051783670069021515e+00,4.696153279800514002e-01,9.774645498732945081e-02,3.599623796640657319e-02,5.493314981406391406e-02,1.546191976036481730e+00,5.066218600744915035e-02
2.110081770137220758e+00,4.927080185203481788e-01,7.535738274097981970e-02,3.466328872496363817e-02,6.951665389655159455e-02,1.509330274654342885e+00,7.417008785482283317e-02
2.003376838347413091e+00,4.918462508256800647e-01,5.802885332591045664e-02,3.455619451006862464e-02,1.055621485460298686e-01,1.446874470692937509e+00,-4.792072557753615514e-04
1.954688198332003690e+00,5.062128115640193160e-01,8.588678016018073957e-02,3.406219667554110514e-02,1.143887104573689389e-01,1.418466184992540846e+00,1.411312771315072490e-01
2.045917252870986580e+00,4.697874037801981206e-01,6.565283930228277276e-02,3.432171216796652685e-02,6.314679006410016393e-02,1.510200152362989323e+00,9.758223643413835302e-02
2.061584675647486709e+00,5.229444088742749575e-01,9.079245806894205295e-02,3.470162561674670909e-02,3.131732720743314602e-02,1.448355165946265455e+00,5.062579434427838532e-02
1.978403793806089883e+00,4.898013189591445271e-01,9.924280593852388699e-02,3.464445651831196682e-02,4.465425100355126242e-02,1.411224930257550580e+00,2.782169194891880720e-02
2.021960255813049834e+00,4.746448874186343092e-01,1.111928401203088612e-01,3.519291145974658835e-02,4.604530611880263552e-02,1.417066687377235512e+00,1.026660441675778523e-01
2.007744671981029683e+00,4.727175427567610333e-01,7.482147474159211997e-02,3.479689161298558236e-02,5.166100286409607001e-02,1.456981589356919793e+00,6.647246114771124259e-02
1.982483949611089091e+00,4.633326129705772067e-01,5.877748879387081904e-02,3.572733185669676320e-02,8.440716257259670008e-02,1.501885865357328598e+00,1.051781914358642517e-01
1.987830533077322492e+00,5.081699198628609748e-01,7.685789035869818042e-02,3.684802004151400273e-02,8.518095568857474154e-02,1.453143825271124401e+00,4.485125740726855770e-02
1.986383112565657028e+00,4.996066564923401510e-01,1.311418724861175833e-01,3.586594436101361860e-02,3.595019790756279199e-02,1.406355445566240592e+00,5.623368615659565806e-02
1.958176380978900788e+00,4.257199990537993695e-01,1.216934396096391174e-01,3.432147407379000648e-02,3.576091959025064909e-02,1.502637046959154787e+00,5.144829971234253507e-02
2.058155524143808091e+00,5.123643969648307150e-01,7.185053650789569035e-02,3.442435359909569448e-02,4.850564774509903004e-02,1.418015697932177188e+00,1.028747058062097763e-01
2.034712561900023697e+00,4.994505341515156349e-01,9.492608948225961241e-02,3.397897941119935178e-02,7.910709047893366153e-02,1.460956976095503013e+00,5.801347271067784639e-03
2.072277701429292129e+00,4.579838831325647175e-01,6.669992534322130573e-02,3.461083049563442454e-02,9.738011111718687662e-02,1.507729784144119956e+00,9.617471756509193836e-02
1.984904771272751223e+00,4.569956736290669008e-01,1.100214800749580585e-01,3.478806444777401280e-02,-7.514364022698422074e-03,1.426563362331904949e+00,5.291472867274465280e-02
2.000097822689752558e+00,4.515466640572711188e-01,9.436327683516643194e-02,3.505452077326576266e-02,1.304448275999521567e-02,1.399306268825089239e+00,4.505580072751555476e-02
2.003914091060798874e+00,4.869602914419949857e-01,9.364862781857133389e-02,3.518211494859000560e-02,3.415008392344386079e-02,1.461572261598439670e+00,3.269003336843149393e-02
2.074285037267543430e+00,4.714755015639879310e-01,9.370991022972019469e-02,3.482584316099170130e-02,1.255380076888062413e-01,1.362163555404205528e+00,6.363875743550036213e-02
2.043721823245095770e+00,4.458958468585227375e-01,1.026521903523389123e-01,3.477207202106064043e-02,5.923649488107772532e-02,1.554638290639672515e+00,-9.968736257213402230e-03
2.034646713847712007e+00,4.836731643105475209e-01,1.026701713635563007e-01,3.510103725436738292e-02,8.079405319793368789e-02,1.407899299766333767e+00,5.275293717431430579e-02
2.088512191972308862e+00,4.525069103180905938e-01,1.072228906624908412e-01,3.425798724570872783e-02,4.389687739464950139e-02,1.415438222050525940e+00,8.109686596585148621e-02
2.060372362158443771e+00,4.675814510469420426e-01,7.272106846600330521e-02,3.450819041772822809e-02,6.141099429120948361e-02,1.462049548838536550e+00,5.548583083118810433e-02
2.043561452750019658e+00,5.099844127548452954e-01,8.836167556957288949e-02,3.516216471792029535e-02,7.464358859694787685e-02,1.590074566119110022e+00,7.032872384970258184e-02
2.065508093583056759e+00,5.184651038610419427e-01,1.133058964536489410e-01,3.478653690684943567e-02,8.297398475080330904e-02,1.382924547339425825e+00,8.057518658686081692e-02
1.974198108065029267e+00,4.931255602520540626e-01,1.096201695464752712e-01,3.482053699240957728e-02,6.347584305043206532e-02,1.382280082191142956e+00,2.138703398183589705e-02
1.994074997985406439e+00,4.863450699462864568e-01,8.956548453925242126e-02,3.469092936242747921e-02,5.108363358928825343e-02,1.484395344680237372e+00,6.346076000752319535e-02
2.039266023825064611e+00,5.391152256051104930e-01,1.272187256976827774e-01,3.518399597405234835e-02,3.792433618237590898e-02,1.273168895939795986e+00,7.000093394973357086e-02
2.019446023068800944e+00,4.834007818089234854e-01,1.132656646891787439e-01,3.590414803236606500e-02,4.512069335246932794e-02,1.547775233986570020e+00,2.983019064383503338e-02
2.067790529214533102e+00,4.987934666278379670e-01,6.693076123780972164e-02,3.540783458669816142e-02,7.990468471824388463e-02,1.437439188209897356e+00,9.677684663018468192e-02
1.984512960105068835e+00,4.968417805293093847e-01,3.269362630021246247e-02,3.544052155880014071e-02,6.911236297340726809e-02,1.427810729451879368e+00,9.632864096811857846e-02
2.039599362379511227e+00,4.874777077184401231e-01,9.833832499815350903e-02,3.593416927259410892e-02,3.798751718490153695e-02,1.444061351618587397e+00,2.208877102684463078e-02
2.036994859556027659e+00,4.428478658878020613e-01,7.288281827765680232e-02,3.563406685310092914e-02,3.587358296107608785e-02,1.475510152704242905e+00,6.426744461685091059e-02
2.051144184247239544e+00,5.413488971108114667e-01,7.094795575683769673e-02,3.590565580004299179e-02,5.593898615855504713e-02,1.464878492983257452e+00,9.192216306962179562e-02
1.985133928887879540e+00,5.060870087950201102e-01,4.991395029725297083e-02,3.605227119084525311e-02,3.076734232705874428e-02,1.587650320093046297e+00,6.586034508292817891e-02
1.969553931634792310e+00,5.297361236186252098e-01,9.745880927417358008e-02,3.586759156661314257e-02,5.543527502269802315e-02,1.447170967499211924e+00,6.614077582290983637e-02
2.069535091150568107e+00,4.982387919609647664e-01,1.358782039828216048e-01,3.619409121622466780e-02,5.314059230463133443e-02,1.405162711070332637e+00,7.877296701183077177e-02
2.022002088190387958e+00,4.598718320912558721e-01,1.039049552039456037e-01,3.581466428538145758e-02,2.433409633435834954e-02,1.436203180747467778e+00,8.468728653535689821e-02
2.039362448020553220e+00,4.507851936486653166e-01,1.170993774916488095e-01,3.585111137425249506e-02,-2.963218628450753345e-04,1.414143753564169881e+00,5.334216741240322551e-02
1.997010800909700956e+00,5.299041017370487161e-01,1.135269660394507413e-01,3.571939976544158402e-02,2.935464051782874298e-02,1.546197092333847944e+00,3.835659348732742974e-02
2.027498371218938722e+00,4.859815834698038017e-01,1.058144241425853227e-01,3.545246263978589496e-02,2.438958119969265176e-02,1.540174135134757760e+00,5.557276657249764912e-02
2.029435647692958256e+00,4.787123959536268014e-01,1.044355700575777535e-01,3.568764373193845929e-02,8.554791812147939656e-02,1.468911834157967000e+00,3.959653333288834509e-02
1.969767678146886247e+00,4.581569616385121613e-01,9.887315142794177170e-02,3.556733322073813569e-02,7.629641443175044779e-02,1.437461189447844623e+00,3.379609026783503278e-02
2.082572226492692025e+00,5.263149853910071840e-01,8.733957125325247928e-02,3.531511696061574029e-02,-1.764756091377558608e-02,1.484553215260712378e+00,-5.737169192842961341e-02
1.941616056288993919e+00,5.211756634487941797e-01,1.246814656651031999e-01,3.539934131455294009e-02,-4.922143741834739822e-03,1.487454464443674462e+00,6.195477893606977926e-02
1.962394137628679980e+00,5.136982665856498764e-01,1.304423777728221379e-01,3.527130974430973953e-02,5.011432004605326229e-02,1.380387279339040596e+00,9.317537558128217989e-02
2.059514527533205630e+00,5.174914418691524132e-01,1.174908679471055040e-01,3.525146292695332390e-02,5.654825893725157204e-02,1.408780707982109082e+00,2.883784398518515063e-02
1.990284671684297235e+00,5.699634026457774949e-01,6.527335106487522354e-02,3.528832021271851443e-02,3.336765822002102366e-02,1.447263248350814768e+00,1.046335619623424140e-01
2.053187156152417980e+00,4.359581933766252249e-01,1.025491136348314763e-01,3.531258280484073087e-02,4.699394887245121610e-02,1.418795292224088733e+00,1.169892838317634354e-01
2.035150108948232006e+00,4.943126867577430916e-01,9.742151506128214622e-02,3.528232749883539188e-02,2.144508758080975949e-02,1.500645848042254649e+00,3.968926830133292366e-02
1.970431087548433435e+00,4.885609490610799965e-01,1.391499201598599134e-01,3.531454991231129659e-02,3.868920268257691752e-02,1.456798809711276288e+00,5.806963812218736420e-02
1.993752967249049712e+00,5.341849773557277858e-01,8.528803449352893862e-02,3.542428898570553625e-02,3.887297833636571553e-02,1.466766665035014183e+00,3.451317152197153071e-03
1.950733078317582692e+00,4.291066836256713368e-01,7.652176933900058098e-02,3.544116636340825105e-02,6.194334090865115383e-02,1.386238428272138057e+00,1.090291044195842995e-01
1.974061211942818028e+00,4.655041290725799863e-01,8.540481447985029395e-02,3.537009570977435458e-02,3.334181472133589813e-02,1.327137827024178707e+00,5.399990378596145058e-02
