subj_idx,stim,response,rt,condition,MotCon,pupil,baseline
11,-0.5,0,1.0550,-1,1,0.234,0.270
11,-0.5,0,1.3334,-1,1,-0.013,0.783
11,0.0,0,1.5139,-1,1,-0.602,0.497
11,0.0,1,1.9657,-1,-1,-0.306,0.091
11,0.0,0,0.7007,-1,1,-0.036,0.600
11,0.0,0,1.7576,-1,1,-0.553,0.068
11,0.0,0,1.2708,-1,1,-0.386,0.188
11,1.5,1,1.4469,-1,-1,-0.289,0.035
11,-1.5,0,0.6220,-1,1,0.758,-0.357
11,-1.5,0,0.6629,-1,1,-0.011,0.300
11,0.0,0,1.2428,-1,1,-0.217,0.460
11,0.5,1,1.8935,-1,-1,-0.182,0.417
11,0.0,0,1.8127,-1,1,-0.283,0.417
11,0.0,1,2.0997,-1,-1,-0.798,0.034
11,0.0,0,1.6296,-1,1,0.073,-0.169
11,0.0,0,1.7953,-1,1,-0.117,-0.138
11,-0.5,0,0.7703,-1,1,-0.069,0.590
11,0.0,0,1.3427,-1,1,-0.720,0.537
11,0.0,0,0.7451,-1,1,0.161,0.167
11,0.0,0,1.3400,-1,1,0.476,-0.304
11,0.0,0,1.4878,-1,1,-0.375,0.017
11,1.5,1,0.8363,-1,-1,0.744,-1.395
11,0.0,0,1.1065,-1,1,0.068,-0.201
11,0.5,1,1.2885,-1,-1,0.587,-0.838
11,0.0,0,1.8445,1,-1,-0.257,0.567
11,1.5,1,0.9937,1,1,-0.254,0.172
11,0.0,1,0.8303,1,1,-0.334,0.400
11,0.0,1,0.8873,1,1,-0.269,0.732
11,0.0,1,2.2797,1,1,0.508,-0.824
11,-0.5,0,1.9407,1,-1,-0.466,-0.062
11,0.5,1,2.2323,1,1,-0.193,0.130
11,0.0,0,1.9593,1,-1,-2.030,0.804
11,0.0,0,2.1050,1,-1,-0.713,-0.097
11,0.5,1,1.5853,1,1,1.373,-1.863
11,0.0,0,1.4857,1,-1,-1.017,0.146
11,-0.5,0,1.9721,1,-1,-0.221,-0.176
11,1.5,1,0.6093,1,1,0.054,-0.082
11,0.0,0,1.9184,1,-1,-0.297,-0.203
11,0.0,1,0.9969,1,1,0.871,-1.082
11,0.0,1,1.7205,1,1,-0.112,-0.277
11,-1.5,0,0.9798,1,-1,0.533,-0.798
11,0.0,1,0.9020,1,1,0.545,-0.738
11,0.0,1,0.8733,1,1,-0.716,-0.384
11,0.0,1,0.7827,1,1,-0.048,-0.832
11,0.5,1,1.2682,1,1,0.424,-1.318
11,0.0,0,2.4369,1,-1,-1.208,0.320
11,-1.5,0,0.8267,1,-1,-0.049,-0.217
11,0.0,1,0.5915,1,1,-0.047,-0.389
11,0.0,0,2.7925,1,-1,0.567,-1.066
11,0.0,1,1.5163,-1,-1,0.444,0.151
11,0.0,0,1.0812,-1,1,-0.037,0.613
11,0.0,1,0.7613,-1,-1,0.123,0.564
11,1.5,1,1.6504,-1,-1,-0.081,0.573
11,-0.5,1,1.2789,-1,-1,-0.658,0.914
11,0.0,1,1.0412,-1,-1,0.222,0.505
11,0.5,1,0.7435,-1,-1,-0.228,1.236
11,0.0,1,1.2425,-1,-1,1.367,-0.559
11,0.0,1,1.2656,-1,-1,-0.108,0.783
11,0.5,1,1.6088,-1,-1,0.242,0.607
11,1.5,1,1.2286,-1,-1,-0.140,1.254
11,0.0,0,0.8346,-1,1,0.841,0.202
11,-0.5,0,0.8436,-1,1,0.058,1.181
11,0.0,1,1.4933,-1,-1,-0.129,0.896
11,0.0,0,1.3346,-1,1,1.142,0.142
11,0.0,0,1.0130,-1,1,-0.123,0.841
11,0.0,0,2.8085,-1,1,0.045,0.650
11,-1.5,0,0.6266,-1,1,-0.199,1.535
11,-1.5,0,0.6382,-1,1,-0.429,1.188
11,0.0,0,0.8825,-1,1,0.234,0.778
11,0.5,1,1.9408,-1,-1,-0.279,1.493
11,0.0,0,2.7433,-1,1,-0.516,1.527
11,0.0,0,0.6977,-1,1,-0.413,1.708
11,0.0,1,1.9114,-1,-1,0.073,1.148
11,0.0,1,0.8261,1,1,0.911,0.485
11,0.5,1,0.9913,1,1,0.021,1.259
11,0.5,1,1.5638,1,1,-0.225,1.062
11,-1.5,0,0.5995,1,-1,0.196,0.918
11,0.0,0,0.8086,1,-1,-0.104,0.870
11,0.0,1,0.9714,1,1,1.159,-0.245
11,1.5,1,0.8154,1,1,0.094,0.735
11,-0.5,0,0.7922,1,-1,-0.224,1.679
11,0.0,1,0.8601,1,1,0.261,0.511
11,0.0,1,0.7499,1,1,-0.073,1.360
11,0.0,0,0.8792,1,-1,-0.022,1.368
11,0.0,1,0.8997,1,1,-0.209,0.868
11,0.0,0,1.3873,1,-1,0.408,0.208
11,-0.5,0,1.5611,1,-1,0.666,0.017
11,-0.5,0,0.8261,1,-1,0.196,0.983
11,0.0,0,2.0097,1,-1,-0.320,1.040
11,-1.5,0,0.9376,1,-1,-0.167,1.498
11,0.0,0,1.8406,1,-1,-0.423,1.411
11,0.0,1,1.3002,1,1,0.062,1.390
11,0.0,1,0.7124,1,1,0.975,0.055
11,0.0,1,0.6600,1,1,-0.204,1.542
11,1.5,1,1.0839,0,0,0.521,0.365
11,1.5,1,0.6776,0,0,-0.061,1.406
11,0.0,1,0.5592,0,0,-0.032,0.841
11,0.0,1,0.7613,0,0,0.483,0.205
11,0.0,1,2.4104,0,0,1.379,-0.426
11,0.0,1,2.6331,0,0,-0.701,1.251
11,0.0,1,2.1832,0,0,-0.082,0.879
11,0.0,0,2.5493,0,0,0.643,-0.119
11,1.5,1,0.6158,-1,-1,-0.127,1.047
11,0.0,1,1.2330,-1,-1,-0.296,0.832
11,0.0,0,1.8841,-1,1,-0.741,0.811
11,0.0,1,1.9984,-1,-1,-0.310,0.420
11,0.0,1,1.8103,-1,-1,-0.400,0.640
11,0.5,1,1.4988,-1,-1,-0.409,0.785
11,0.0,0,0.5283,-1,1,-0.425,1.372
11,0.0,0,0.6328,-1,1,-0.071,0.947
11,0.0,0,0.6072,-1,1,0.454,-0.012
11,0.0,0,1.0693,-1,1,0.420,0.490
11,0.0,1,1.5872,-1,-1,-0.391,1.163
11,0.0,0,0.6209,-1,1,0.272,0.796
11,-1.5,0,0.5598,-1,1,0.007,0.706
11,0.0,0,2.1482,-1,1,-0.375,0.746
11,0.0,1,2.0344,-1,-1,-0.191,0.616
11,-0.5,0,0.6737,-1,1,1.257,-0.737
11,1.5,1,0.6746,-1,-1,0.132,0.641
11,0.0,0,0.6796,-1,1,0.044,0.729
11,-1.5,0,0.6774,-1,1,0.387,-0.198
11,0.5,1,1.6044,-1,-1,-0.294,0.396
11,0.0,0,1.7866,-1,1,-0.658,0.089
11,0.0,1,1.2471,-1,-1,0.558,-0.645
11,-0.5,0,0.6808,-1,1,0.064,0.100
11,-0.5,1,2.4305,-1,-1,-0.426,0.440
11,0.0,1,1.5669,-1,-1,-0.330,0.518
11,0.0,1,1.7748,0,0,-0.855,0.847
11,0.0,0,0.7607,0,0,-0.115,0.675
11,0.0,1,0.7172,0,0,0.005,0.253
11,0.0,0,0.9783,0,0,0.499,-0.073
11,0.0,0,2.1625,0,0,1.172,-1.365
11,-0.5,1,0.8068,0,0,-0.840,1.088
11,0.0,0,0.7501,0,0,-0.089,0.831
11,0.5,1,1.6949,0,0,-0.255,0.494
11,0.0,0,1.3034,0,0,-0.001,0.612
11,0.0,1,1.5552,0,0,-0.200,0.341
11,0.5,1,0.8755,0,0,-0.051,0.372
11,0.0,1,1.6380,0,0,0.115,-0.081
11,0.0,0,1.6171,0,0,-0.289,0.341
11,0.0,0,1.9586,0,0,-0.612,0.385
11,0.0,1,0.6165,0,0,0.029,0.369
11,1.5,1,0.8182,0,0,0.447,-0.770
11,0.0,0,1.6910,0,0,0.276,-0.304
11,0.0,1,2.4432,0,0,0.117,-0.450
11,0.0,0,1.0283,0,0,0.990,-0.619
11,0.0,1,1.7460,0,0,-0.612,0.643
11,-0.5,0,1.3478,0,0,-0.142,0.523
11,-1.5,0,1.3609,0,0,-0.288,0.063
11,-1.5,0,0.6814,0,0,0.031,0.132
11,1.5,1,0.8123,0,0,0.320,-0.133
11,-0.5,0,1.1547,0,0,-0.279,0.394
11,0.0,1,1.3000,1,1,-0.297,0.877
11,-0.5,0,0.9222,1,-1,-0.026,0.280
11,0.5,1,0.8333,1,1,0.063,0.306
11,0.0,1,1.8176,1,1,0.383,0.441
11,1.5,1,0.6983,1,1,-0.418,0.925
11,0.5,1,2.4252,1,1,-1.379,0.447
11,-0.5,0,1.5303,1,-1,-0.845,0.523
11,0.0,0,0.8872,1,-1,-0.059,0.662
11,1.5,1,0.6931,1,1,-0.206,0.194
11,-1.5,0,0.6374,1,-1,0.998,-1.088
11,0.0,1,0.7617,1,1,0.663,-0.979
11,0.0,0,1.3413,1,-1,-0.435,0.247
11,0.0,0,0.8166,1,-1,-0.355,0.271
11,0.0,0,2.7108,1,-1,1.701,-1.869
11,0.0,0,1.4433,1,-1,0.131,0.024
11,0.0,1,2.0490,1,1,-0.435,0.470
11,0.0,1,0.6681,1,1,-0.041,0.637
11,0.0,0,2.1261,1,-1,-0.081,-0.183
11,0.0,1,2.3126,1,1,-0.259,0.194
11,0.0,0,1.9445,1,-1,-0.710,0.207
11,0.0,1,1.5788,1,1,-0.647,0.670
11,0.0,0,2.8954,1,-1,-0.344,-0.259
11,-1.5,0,0.7752,1,-1,-0.501,0.173
11,-0.5,0,0.8036,1,-1,0.183,-0.050
11,0.0,1,0.7364,1,1,1.119,-0.493
11,0.0,1,1.5986,1,1,-0.316,0.766
11,0.0,0,1.7979,1,-1,-0.895,1.148
11,0.0,1,1.5467,1,1,0.758,-0.144
11,0.0,1,1.3732,1,1,-0.425,1.118
11,1.5,1,0.9321,1,1,-0.095,0.053
11,0.0,0,2.8557,1,-1,-0.622,0.586
11,0.5,1,1.0601,1,1,-0.255,0.399
11,-0.5,1,0.9125,1,1,0.334,-0.090
11,0.5,1,0.7836,1,1,1.457,-1.754
11,0.0,1,2.1520,1,1,0.924,-1.123
11,0.0,0,0.7458,1,-1,-0.006,-0.132
11,-0.5,0,0.7023,1,-1,0.256,-1.174
11,0.0,1,2.2400,1,1,0.027,-0.373
11,0.0,1,1.8790,1,1,1.077,-0.701
11,0.5,1,1.9607,1,1,-0.548,0.342
11,0.0,1,2.8815,1,1,0.023,-0.116
11,-1.5,0,0.5589,1,-1,-0.008,0.464
11,0.0,1,2.1954,1,1,0.681,-0.713
11,0.0,0,1.0630,1,-1,-0.121,0.056
11,0.0,1,1.8877,1,1,-0.257,-0.025
11,1.5,1,1.0165,1,1,-0.070,-0.076
11,0.0,1,2.8096,1,1,0.287,-0.400
11,-1.5,0,0.6522,1,-1,0.045,0.214
11,0.0,1,1.2303,1,1,-0.660,0.484
11,0.0,0,1.7267,1,-1,-0.435,0.171
11,0.0,0,1.0760,0,0,0.164,0.292
11,0.5,1,0.7921,0,0,-0.164,0.694
11,0.0,0,1.4713,0,0,0.311,-0.069
11,0.5,1,1.1875,0,0,0.240,-0.321
11,0.0,0,1.0045,0,0,-0.208,0.305
11,0.0,0,2.6543,0,0,-0.594,0.401
11,-1.5,0,0.6548,0,0,0.012,0.070
11,0.0,1,2.0438,0,0,-0.651,0.360
11,0.0,1,2.4561,0,0,-0.720,0.461
11,0.0,1,2.2448,0,0,-0.266,-0.023
11,0.0,0,0.9724,0,0,0.402,-0.679
11,0.0,1,1.6801,0,0,-0.792,0.815
11,0.0,0,2.6535,0,0,-0.987,0.336
11,1.5,1,0.7179,0,0,0.144,-0.511
11,1.5,1,0.9016,0,0,0.280,-0.519
11,0.0,1,2.2839,0,0,0.205,-0.288
11,0.0,0,1.4817,0,0,0.134,-0.152
11,0.0,1,1.3857,0,0,-0.099,0.010
11,0.0,1,1.5219,0,0,-0.501,1.230
11,0.0,1,1.0217,0,0,-0.250,1.082
11,-0.5,0,0.9339,0,0,0.523,0.593
11,-1.5,0,0.6496,0,0,0.079,0.399
11,-0.5,1,1.0622,0,0,-0.258,0.411
11,0.5,1,1.3692,0,0,0.069,-0.257
11,0.0,1,1.7977,0,0,-0.233,-0.178
11,0.5,1,1.3239,-1,-1,0.669,0.285
11,0.0,0,2.1391,-1,1,-0.488,0.502
11,0.5,1,1.7959,-1,-1,-0.819,1.355
11,-0.5,0,1.8186,-1,1,-0.411,0.506
11,-1.5,0,0.7242,-1,1,-0.825,0.605
11,-1.5,0,0.8085,-1,1,-0.226,0.660
11,0.0,1,1.4130,-1,-1,-0.652,0.841
11,0.0,0,2.2773,-1,1,-0.726,0.486
11,0.0,0,2.0989,-1,1,-0.073,-0.147
11,0.0,1,1.1016,-1,-1,0.252,0.351
11,-0.5,0,2.5378,-1,1,-0.881,0.725
11,0.0,1,0.7797,-1,-1,1.001,-0.840
11,1.5,1,0.7685,-1,-1,0.121,0.380
11,0.0,0,1.1483,-1,1,0.397,0.248
11,0.0,1,2.6040,-1,-1,-0.613,0.051
11,0.0,0,0.6722,-1,1,-0.112,0.905
11,0.5,0,2.2702,-1,1,-1.242,1.088
11,0.0,1,1.7157,-1,-1,0.345,-0.400
11,0.0,0,1.9580,-1,1,-0.838,0.662
11,0.0,0,2.2292,-1,1,-0.573,0.119
11,0.0,1,2.8734,-1,-1,-1.667,1.039
11,1.5,1,0.7227,-1,-1,-0.101,1.150
11,0.0,0,0.8193,-1,1,-0.096,0.954
11,0.0,1,2.2949,-1,-1,-0.225,0.309
11,0.0,0,2.2714,-1,1,-0.926,1.114
12,0.0,1,2.4563,1,1,1.120,2.746
12,0.0,1,0.9134,1,1,-0.030,2.815
12,1.5,1,1.1672,1,1,-0.127,2.491
12,0.0,0,2.6590,1,-1,0.270,1.701
12,0.0,0,1.3669,1,-1,-0.302,2.303
12,-1.5,0,0.8134,1,-1,0.206,1.005
12,0.0,1,1.8924,1,1,0.298,0.651
12,0.5,1,2.5928,1,1,-0.305,0.409
12,0.0,1,1.4102,1,1,0.146,-0.119
12,0.0,1,2.6239,1,1,0.265,0.073
12,0.0,0,1.7166,1,-1,-0.226,0.656
12,0.0,1,1.5248,1,1,0.030,0.915
12,1.5,1,1.1372,1,1,0.464,0.809
12,-0.5,0,1.0143,1,-1,0.199,-0.268
12,0.0,1,1.0267,1,1,0.137,0.431
12,0.0,0,1.6672,1,-1,0.099,-0.553
12,-0.5,0,0.9182,1,-1,0.280,-0.518
12,0.0,1,1.5372,1,1,-0.203,0.369
12,0.0,0,1.3683,1,-1,0.363,0.083
12,-1.5,0,0.8143,1,-1,-0.283,0.427
12,0.0,0,1.8693,1,-1,0.782,-0.470
12,-0.5,0,0.8981,1,-1,-0.011,-0.082
12,0.0,1,2.8151,1,1,0.791,-0.561
12,0.0,1,1.1617,1,1,-0.133,-0.153
12,0.5,1,0.7556,1,1,0.026,0.165
12,-1.5,0,0.9560,0,0,0.374,0.233
12,0.5,1,1.0097,0,0,-0.026,0.766
12,1.5,0,0.6940,0,0,-0.372,1.114
12,0.0,0,1.0908,0,0,-0.551,1.831
12,0.0,1,0.9402,0,0,0.320,0.991
12,0.0,1,1.4547,0,0,-0.240,0.348
12,-1.5,0,0.7652,0,0,-0.383,0.831
12,0.5,1,1.1014,0,0,-0.103,0.423
12,0.0,1,1.0128,0,0,0.043,-0.022
12,0.0,0,1.0044,0,0,-0.173,0.784
12,1.5,1,1.5668,0,0,0.518,-0.317
12,-0.5,0,2.6506,0,0,0.227,-0.046
12,-0.5,1,1.9443,0,0,0.979,-0.295
12,0.0,0,0.9961,0,0,-0.795,0.502
12,0.0,0,1.8964,0,0,1.194,0.001
12,0.0,0,2.0795,0,0,-0.192,-0.716
12,0.0,0,1.1059,0,0,0.258,-0.486
12,0.0,0,0.9415,0,0,-0.008,0.252
12,0.0,1,2.9192,0,0,0.051,-0.090
12,0.0,0,1.1115,0,0,-0.249,-0.093
12,-0.5,0,0.8101,0,0,-0.691,0.298
12,0.0,0,2.0924,0,0,1.134,-0.454
12,0.0,0,0.8003,0,0,0.272,-0.182
12,0.0,0,2.7320,0,0,-0.336,0.610
12,0.0,1,2.9364,0,0,-1.455,2.352
12,0.0,0,0.9231,-1,1,0.055,0.659
12,1.5,1,1.0769,-1,-1,0.857,0.381
12,0.0,0,1.8250,-1,1,-0.009,0.164
12,0.0,1,1.3904,-1,-1,-0.181,0.316
12,-0.5,0,0.7860,-1,1,-0.338,0.089
12,0.0,1,1.7190,-1,-1,0.008,-0.364
12,0.0,0,1.1187,-1,1,0.416,0.531
12,0.0,0,0.8139,-1,1,0.002,-0.691
12,-1.5,0,0.7588,-1,1,-0.088,0.001
12,0.0,1,1.8741,-1,-1,0.204,0.066
12,0.0,1,0.8997,-1,-1,-0.492,0.242
12,0.0,1,1.1852,-1,-1,0.270,0.024
12,0.0,1,2.1722,-1,-1,0.830,-0.271
12,0.0,1,1.0216,-1,-1,-0.154,-0.370
12,1.5,1,0.9880,-1,-1,0.325,-0.399
12,0.0,0,0.6895,-1,1,-0.626,0.077
12,-0.5,0,0.6420,-1,1,0.157,-0.005
12,0.5,1,1.7518,-1,-1,-0.784,1.083
12,0.0,1,1.5470,-1,-1,-1.401,0.837
12,-1.5,0,0.8924,-1,1,-0.499,-0.049
12,0.0,1,1.2635,-1,-1,0.551,-0.593
12,-0.5,1,1.3499,-1,-1,0.114,0.554
12,0.0,0,0.7078,-1,1,-0.226,0.597
12,0.5,1,1.2648,-1,-1,-0.003,0.173
12,0.0,1,0.8743,-1,-1,-0.108,-0.143
12,0.5,0,1.0953,1,-1,-0.052,0.424
12,0.0,1,1.0505,1,1,0.485,0.588
12,-0.5,0,2.3154,1,-1,0.055,0.153
12,0.0,1,1.0646,1,1,-0.032,-0.002
12,1.5,1,1.0142,1,1,-0.110,0.416
12,0.0,0,2.6599,1,-1,0.719,0.720
12,-1.5,0,0.8323,1,-1,0.090,0.867
12,0.0,1,1.0527,1,1,-0.437,0.273
12,0.0,0,1.4790,1,-1,0.549,-0.059
12,0.0,1,0.9214,1,1,0.174,0.391
12,0.0,1,0.9906,1,1,-0.175,0.234
12,0.0,1,1.3475,1,1,0.039,0.806
12,0.0,1,0.7106,1,1,0.024,-0.149
12,0.0,0,2.0822,1,-1,0.029,0.507
12,-1.5,0,0.5767,1,-1,-0.225,0.533
12,1.5,1,1.0038,1,1,0.532,-0.453
12,0.5,1,0.8211,1,1,-0.390,1.204
12,0.0,1,0.7049,1,1,0.804,0.393
12,0.5,1,0.7268,1,1,-0.241,0.981
12,0.0,1,0.7792,1,1,-0.326,0.514
12,0.0,0,0.9308,1,-1,0.261,-0.180
12,0.0,1,0.7949,1,1,-0.285,0.757
12,0.0,0,0.9249,1,-1,0.317,-1.375
12,0.0,0,0.9006,1,-1,0.196,0.291
12,1.5,1,1.0377,-1,-1,-0.002,0.638
12,-0.5,0,1.3380,-1,1,-0.739,0.979
12,0.0,0,0.9171,-1,1,-0.103,-0.125
12,0.5,1,0.9222,-1,-1,-0.862,0.861
12,0.0,1,0.7872,-1,-1,-0.429,-0.105
12,0.0,0,0.9843,-1,1,0.640,-1.158
12,0.0,0,0.9786,-1,1,0.607,-0.355
12,0.0,1,0.6669,-1,-1,-0.016,-0.466
12,0.0,1,1.2320,-1,-1,-0.291,0.430
12,0.0,0,1.2676,-1,1,0.412,-0.151
12,0.0,1,0.7027,-1,-1,0.610,-0.873
12,0.0,1,1.3876,-1,-1,0.843,-0.844
12,-1.5,0,0.9053,-1,1,0.287,-0.287
12,0.5,1,0.6824,-1,-1,-0.276,0.993
12,0.0,0,0.7714,-1,1,-0.248,-0.216
12,0.5,1,0.7110,-1,-1,0.284,0.055
12,0.0,1,1.4242,-1,-1,0.820,0.379
12,-1.5,0,1.0742,-1,1,0.446,-0.463
12,0.0,1,0.9492,-1,-1,0.221,-0.553
12,0.0,1,1.0799,-1,-1,0.694,-0.584
12,1.5,1,1.3578,-1,-1,0.273,0.805
12,0.0,1,0.8596,-1,-1,0.110,0.316
12,0.0,0,1.2692,-1,1,-0.268,0.705
12,0.0,0,1.3410,-1,1,-0.119,0.301
12,-0.5,1,1.1787,-1,-1,0.719,-0.428
12,0.0,1,1.7902,0,0,-0.430,0.902
12,0.5,1,1.3932,0,0,-0.570,0.595
12,0.0,1,0.7283,0,0,0.348,0.551
12,0.0,1,0.7019,0,0,0.276,0.391
12,0.0,1,1.1469,0,0,-0.094,0.545
12,0.0,1,1.0641,0,0,0.550,0.608
12,0.0,1,0.8325,0,0,-0.333,1.402
12,0.0,1,1.2060,0,0,0.083,1.837
12,0.0,0,1.5671,0,0,0.251,0.884
12,0.0,1,1.2808,0,0,-0.623,1.378
12,0.5,0,0.8588,0,0,-0.632,1.145
12,-0.5,0,0.7917,0,0,-0.413,0.506
12,-1.5,0,0.8296,0,0,0.322,0.941
12,1.5,1,1.1282,0,0,0.103,0.783
12,0.0,1,1.2799,0,0,-0.416,0.545
12,0.5,1,1.8116,0,0,-0.235,-0.275
12,-0.5,0,1.0773,0,0,-0.178,-1.064
12,1.5,1,1.0479,0,0,0.276,-0.273
12,-1.5,0,0.8055,0,0,0.077,0.649
12,0.0,0,1.8446,0,0,-0.459,1.068
12,0.0,1,1.5130,0,0,-0.282,-0.074
12,0.0,0,1.3274,0,0,0.451,1.357
12,0.0,1,1.3791,0,0,-0.067,0.370
12,0.0,1,1.0301,0,0,0.234,-0.623
12,0.0,0,1.9931,0,0,0.472,-0.698
12,0.0,0,1.5164,-1,1,-0.036,0.555
12,-1.5,0,0.7791,-1,1,-0.042,-0.618
12,1.5,1,0.7052,-1,-1,0.215,-0.871
12,0.0,0,1.6664,-1,1,-0.307,-0.153
12,0.0,1,1.2728,-1,-1,0.045,-0.693
12,0.0,1,0.8959,-1,-1,-0.571,-0.283
12,0.0,1,0.7207,-1,-1,-0.197,-0.966
12,0.0,1,0.9527,-1,-1,-0.024,-1.207
12,0.0,1,1.5071,-1,-1,-0.435,-0.806
12,0.0,0,1.2994,-1,1,-0.332,-0.446
12,0.0,0,0.7565,-1,1,-0.618,-0.401
12,0.0,1,0.8191,-1,-1,0.406,-1.523
12,0.0,0,1.9033,-1,1,0.023,-0.541
12,0.0,1,1.0971,-1,-1,0.465,-1.067
12,0.5,1,0.9633,-1,-1,-0.426,-0.666
12,-0.5,0,0.7263,-1,1,0.235,-0.363
12,0.0,1,0.7310,-1,-1,0.371,-1.002
12,1.5,1,1.1512,-1,-1,-0.469,1.004
12,-0.5,1,1.0985,-1,-1,0.370,-1.424
12,0.5,1,0.7265,-1,-1,-0.181,-0.781
12,-1.5,0,0.7183,-1,1,0.495,-1.496
12,0.0,1,1.4981,-1,-1,-0.367,-0.331
12,0.0,1,0.9691,-1,-1,0.181,-0.903
12,0.5,1,1.2747,-1,-1,-0.087,-1.004
12,0.0,1,0.9752,-1,-1,0.039,-1.059
12,0.0,0,0.9839,0,0,-0.432,-0.407
12,0.5,1,1.0696,0,0,-0.045,-0.647
12,0.0,0,1.5761,0,0,0.214,-1.151
12,0.0,0,0.9846,0,0,0.003,-1.015
12,-1.5,0,0.7655,0,0,-0.072,-0.552
12,0.0,0,1.0993,0,0,0.214,-1.031
12,0.5,1,0.8040,0,0,-0.211,-0.360
12,0.0,0,1.6279,0,0,-0.153,-1.687
12,0.0,1,1.2117,0,0,-0.234,-0.330
12,1.5,1,1.3874,0,0,0.501,-1.671
12,1.5,1,0.8659,0,0,-0.386,-0.817
12,0.0,0,0.7081,0,0,0.176,-0.960
12,0.0,1,1.6527,0,0,0.907,-2.242
12,0.0,1,1.1523,0,0,0.402,-0.773
12,0.0,0,1.2243,0,0,-0.491,0.341
12,0.0,1,0.9459,0,0,-0.237,-0.862
12,-0.5,0,0.7455,0,0,0.176,-0.889
12,-1.5,0,0.7409,0,0,-0.200,0.299
12,0.0,1,1.2611,0,0,-0.234,-0.579
12,0.0,0,0.8581,0,0,-0.384,-0.145
12,0.0,1,1.2570,0,0,-0.225,-0.571
12,0.5,1,0.9742,0,0,-0.026,-1.192
12,0.0,0,1.7706,0,0,0.401,-1.196
12,-0.5,0,1.0473,0,0,-0.373,-0.652
12,0.0,0,1.3569,0,0,0.293,-0.702
12,0.5,1,1.0950,1,1,0.123,-1.353
12,0.0,1,1.1646,1,1,1.019,-1.673
12,0.0,0,1.3864,1,-1,0.150,-1.541
12,0.0,1,0.7494,1,1,-0.284,-1.182
12,0.0,1,1.0358,1,1,-0.291,-1.330
12,0.0,0,0.8342,1,-1,-0.435,-0.244
12,0.0,1,1.1625,1,1,-0.142,-0.589
12,0.0,1,0.8816,1,1,-0.103,-1.228
12,-1.5,0,0.9948,1,-1,0.055,-1.628
12,-1.5,0,0.7157,1,-1,0.535,-2.064
12,0.0,1,0.7441,1,1,-0.076,-1.739
12,0.0,0,1.1552,1,-1,-0.448,-0.945
12,0.5,1,1.0026,1,1,-0.334,-0.841
12,0.0,1,1.4385,1,1,0.393,-1.035
12,-0.5,0,1.1122,1,-1,-0.227,-0.369
12,0.0,0,0.9860,1,-1,0.223,0.369
12,1.5,1,0.8275,1,1,0.246,-1.610
12,0.0,0,1.0420,1,-1,0.032,-1.052
12,0.0,0,1.4203,1,-1,1.034,-1.205
12,-0.5,0,0.8773,1,-1,0.210,-0.075
12,1.5,1,0.7944,1,1,-0.461,-0.411
12,0.0,1,1.7875,1,1,0.456,-1.844
12,0.5,1,0.8859,1,1,0.043,-1.887
12,0.0,0,0.8823,1,-1,0.420,-1.450
12,0.0,0,2.0820,1,-1,0.614,-2.115
12,1.5,1,1.0685,1,1,0.414,-1.190
12,0.0,0,1.9654,1,-1,-0.195,-0.965
12,0.0,1,1.4238,1,1,0.900,-0.970
12,0.0,1,1.4002,1,1,-0.183,-1.020
12,0.0,1,1.9696,1,1,0.106,-0.866
12,-1.5,0,0.6531,1,-1,0.176,-1.190
12,0.5,1,1.0913,1,1,0.339,-1.360
12,0.0,0,0.9997,1,-1,-0.147,-1.013
12,-0.5,1,1.8561,1,1,-0.087,-0.865
12,0.0,1,1.0699,1,1,0.020,-1.488
12,0.0,1,1.6275,1,1,-0.351,-0.794
12,0.0,1,1.1785,1,1,-0.187,-0.972
12,0.5,1,0.6738,1,1,-0.217,-0.695
12,0.0,1,1.2020,1,1,0.057,-0.165
12,-1.5,0,0.7131,1,-1,0.024,-0.870
12,0.0,1,0.6085,1,1,0.497,-0.780
12,-0.5,0,0.7921,1,-1,0.003,0.253
12,0.0,1,0.8393,1,1,0.183,-0.739
12,0.0,1,1.5675,1,1,-0.611,-0.118
12,0.0,1,0.9142,1,1,-0.099,-0.086
12,0.0,1,0.9491,1,1,0.890,-1.732
12,-0.5,0,1.4090,1,-1,-0.001,-0.202
12,0.0,1,0.8032,1,1,0.480,-0.258
12,0.0,1,0.9843,1,1,0.952,-0.917
12,1.5,1,0.7393,1,1,0.035,-0.204
12,0.0,1,1.3486,-1,-1,-0.045,0.342
12,0.0,1,0.7673,-1,-1,-0.208,0.568
12,0.0,0,1.1652,-1,1,-0.278,0.897
12,0.0,1,1.1553,-1,-1,-0.111,0.000
12,1.5,1,0.6728,-1,-1,-0.581,-0.148
12,0.5,1,1.2396,-1,-1,0.122,0.436
12,-0.5,0,0.8847,-1,1,-0.172,-0.392
12,0.0,1,0.8561,-1,-1,-0.268,-0.272
12,0.0,1,1.4079,-1,-1,0.023,-1.291
12,-1.5,0,1.2452,-1,1,0.103,-0.874
12,0.0,1,0.8776,-1,-1,0.111,-0.428
12,0.0,1,1.9539,-1,-1,0.461,-0.499
12,0.0,1,0.7952,-1,-1,-0.226,-0.819
12,0.0,1,0.7375,-1,-1,0.022,-1.116
12,-0.5,0,0.7361,-1,1,0.150,-0.696
12,0.0,1,1.0643,-1,-1,-0.545,0.710
12,1.5,1,0.9427,-1,-1,0.140,-0.090
12,0.0,1,1.5105,-1,-1,-0.252,0.910
