subj_idx,stim,response,rt,condition,MotCon,pupil,baseline
20,-1.5,0,2.9670,0,0,-0.180,-0.691
20,0.0,0,2.9821,0,0,-0.467,-0.107
20,0.0,1,1.2594,0,0,-0.104,-0.622
20,0.0,0,1.4721,0,0,0.368,1.253
20,1.5,1,0.7256,0,0,0.157,1.345
20,-1.5,0,1.2309,0,0,-0.258,0.623
20,0.0,1,1.8052,0,0,0.007,0.945
20,1.5,1,0.7482,0,0,-0.164,0.440
20,0.0,1,0.9354,0,0,-0.427,0.813
20,0.5,1,0.8409,0,0,0.096,0.522
20,0.0,0,2.1874,0,0,0.115,0.130
20,0.0,1,1.2807,0,0,-0.366,0.686
20,-0.5,0,1.9310,0,0,0.088,0.353
20,0.0,1,0.7944,0,0,-0.356,0.128
20,0.0,1,1.2360,0,0,0.544,-0.332
20,0.0,1,1.7994,0,0,-0.869,0.964
20,-0.5,0,2.4307,0,0,0.724,-0.648
20,0.0,1,1.1291,0,0,-0.476,-0.721
20,0.0,1,0.8954,0,0,0.447,-0.599
20,0.0,1,0.6918,0,0,0.243,-1.281
20,-0.5,1,0.9250,0,0,-0.195,0.319
20,0.5,1,1.0727,0,0,-0.247,-0.258
20,0.0,1,0.7623,0,0,0.263,-0.436
20,0.0,0,0.9813,0,0,-0.792,0.731
20,-1.5,0,1.4253,0,0,-0.505,-0.900
20,0.0,0,2.0630,0,0,0.889,-1.407
20,0.0,0,2.8507,0,0,-1.697,-0.383
20,0.0,1,2.1991,0,0,1.656,-2.136
20,1.5,1,0.8068,-1,-1,-0.035,1.190
20,0.0,0,1.8043,-1,1,-0.547,1.320
20,0.5,1,1.9840,-1,-1,0.576,0.505
20,0.0,1,2.0893,-1,-1,-0.340,1.005
20,-0.5,0,2.6614,-1,1,-0.012,0.629
20,0.0,1,1.7418,-1,-1,0.943,-0.676
20,0.5,1,1.4602,-1,-1,0.306,0.011
20,0.0,1,2.6459,-1,-1,0.137,0.328
20,0.0,0,2.0530,-1,1,0.774,-0.058
20,0.0,1,1.0888,-1,-1,-0.199,0.439
20,-1.5,0,2.0684,-1,1,1.751,-1.994
20,0.0,1,1.2468,-1,-1,0.727,-0.319
20,-1.5,0,1.0759,-1,1,0.318,-0.022
20,0.0,1,0.9025,-1,-1,0.208,1.027
20,0.0,0,1.4474,-1,1,-0.701,0.779
20,0.0,1,1.1192,-1,-1,0.682,-0.020
20,0.0,1,1.2005,-1,-1,-0.559,0.164
20,1.5,1,0.7524,-1,-1,0.209,-0.458
20,0.0,1,2.1455,-1,-1,0.147,0.141
20,-0.5,0,1.1089,-1,1,-0.213,0.262
20,0.0,1,2.2158,-1,-1,0.157,0.177
20,0.0,1,0.8340,-1,-1,0.221,0.560
20,0.0,1,2.2172,-1,-1,-1.370,-0.059
20,-0.5,0,2.6632,-1,1,1.917,-1.671
20,0.0,1,1.4904,1,1,0.232,0.672
20,0.0,1,0.6693,1,1,0.179,0.540
20,0.0,0,0.7230,1,-1,0.427,0.280
20,-1.5,0,0.9709,1,-1,-0.030,0.875
20,0.0,1,0.8118,1,1,0.503,-0.748
20,-0.5,0,1.5503,1,-1,-0.244,0.653
20,0.0,1,1.7892,1,1,-0.042,0.606
20,-0.5,1,1.8964,1,1,-0.478,1.339
20,0.0,1,1.7413,1,1,1.136,-0.395
20,-1.5,1,2.2145,1,1,0.434,-0.103
20,0.0,1,1.5473,1,1,0.911,-0.431
20,1.5,1,2.1357,1,1,-0.466,1.016
20,0.0,1,0.9127,1,1,0.641,-0.582
20,0.0,1,1.6464,1,1,0.449,-0.017
20,0.0,1,0.6668,1,1,0.399,0.218
20,0.0,0,1.2244,1,-1,0.693,-0.489
20,0.5,1,1.9428,1,1,-0.049,0.149
20,0.0,1,1.1807,1,1,0.641,-0.440
20,-0.5,1,1.7310,1,1,-0.255,0.564
20,0.0,1,2.4935,1,1,-0.336,0.631
20,0.0,0,1.2940,1,-1,0.203,0.771
20,0.0,1,1.5522,1,1,0.461,0.380
20,0.0,1,1.3567,1,1,0.611,-0.232
20,1.5,1,0.8251,1,1,-0.146,0.251
20,0.5,1,1.7795,0,0,0.190,1.115
20,0.0,0,1.0004,0,0,0.698,0.189
20,1.5,1,0.8436,0,0,0.302,1.380
20,0.0,1,1.6308,0,0,0.404,1.019
20,0.0,1,1.1663,0,0,-0.486,1.169
20,-0.5,0,2.0307,0,0,-0.172,0.896
20,1.5,1,0.6906,0,0,0.182,0.930
20,0.0,1,2.3661,0,0,0.788,-0.437
20,0.0,1,1.0767,0,0,-0.132,1.041
20,0.0,1,0.9932,0,0,-0.454,1.533
20,-1.5,1,1.8815,0,0,0.540,0.730
20,0.0,0,2.4892,0,0,-0.574,1.025
20,-0.5,0,2.3483,0,0,0.859,0.192
20,0.5,1,1.0852,0,0,0.399,0.268
20,0.0,1,2.4555,0,0,-0.137,0.439
20,0.0,1,1.7793,0,0,1.485,-0.403
20,0.0,0,1.1938,0,0,0.357,0.824
20,-0.5,1,1.6820,0,0,-0.087,1.129
20,-1.5,0,1.4278,0,0,-0.148,0.583
20,0.0,0,1.5036,0,0,0.297,0.429
20,0.0,1,1.5905,0,0,0.284,-0.212
20,0.0,0,1.8930,0,0,-0.047,0.698
20,0.0,1,2.1310,0,0,1.604,-0.960
20,0.0,1,1.8030,0,0,0.909,-0.062
20,0.0,0,1.6481,0,0,1.078,-0.371
20,0.0,0,1.4868,-1,1,0.409,0.853
20,0.0,1,2.2420,-1,-1,-0.242,1.052
20,0.0,1,1.4690,-1,-1,0.130,0.897
20,1.5,1,0.8289,-1,-1,-0.220,0.952
20,-0.5,1,1.5201,-1,-1,0.239,1.337
20,0.0,0,1.7623,-1,1,-0.153,2.079
20,0.0,1,2.1521,-1,-1,-0.745,0.981
20,0.0,0,1.0818,-1,1,1.022,-0.846
20,0.0,0,1.3381,-1,1,-0.055,0.635
20,0.5,1,1.0753,-1,-1,0.037,0.863
20,0.0,1,1.4915,-1,-1,0.171,0.084
20,0.0,1,1.1706,-1,-1,1.111,-0.750
20,0.0,1,1.0498,-1,-1,0.416,0.276
20,0.0,1,2.0738,-1,-1,-0.833,0.917
20,-1.5,0,0.7518,-1,1,0.550,0.093
20,0.0,1,2.1455,-1,-1,0.723,-0.166
20,0.0,1,1.6698,-1,-1,0.739,-0.452
20,-1.5,0,1.3288,-1,1,-0.237,0.420
20,0.0,1,1.0993,-1,-1,-0.250,0.283
20,0.0,0,1.6469,-1,1,-0.062,0.120
20,0.0,1,2.2648,-1,-1,0.954,-0.486
20,-0.5,0,2.0143,-1,1,0.434,-0.080
20,0.5,1,1.0477,-1,-1,-0.594,0.792
20,1.5,1,0.8081,-1,-1,-0.201,0.876
20,-0.5,0,2.1719,-1,1,-0.441,0.950
20,0.0,1,1.8840,1,1,-0.977,1.220
20,1.5,1,1.2097,1,1,0.557,0.440
20,0.0,0,1.3690,1,-1,-0.379,1.160
20,-0.5,0,0.9453,1,-1,0.008,0.597
20,0.0,1,2.1471,1,1,-0.720,0.730
20,0.0,1,1.0515,1,1,0.126,-0.292
20,0.0,1,1.4157,1,1,0.415,-0.338
20,0.0,1,1.1943,1,1,0.497,-0.790
20,0.0,0,2.2170,1,-1,1.140,-0.957
20,-1.5,0,0.7968,1,-1,0.158,-0.381
20,0.0,0,1.2783,1,-1,0.001,1.077
20,-0.5,0,0.9757,1,-1,0.339,0.302
20,0.0,0,1.9932,1,-1,-0.203,0.924
20,-0.5,0,1.7269,1,-1,-0.309,0.596
20,-1.5,0,0.7840,1,-1,-0.095,0.353
20,0.0,0,1.2551,1,-1,0.228,-0.214
20,1.5,1,0.6863,1,1,0.400,0.005
20,0.0,1,0.7185,1,1,0.320,0.121
20,0.0,1,1.4472,1,1,-0.744,0.875
20,0.0,0,2.4726,1,-1,-1.095,0.894
20,0.0,1,1.2828,1,1,1.234,-1.289
20,0.0,1,1.4242,1,1,-0.067,1.025
20,0.0,0,1.3161,1,-1,0.031,0.041
20,0.5,0,1.7145,1,-1,-0.880,0.317
20,0.0,1,1.9876,-1,-1,0.326,1.075
20,0.0,0,1.1893,-1,1,-0.317,1.152
20,0.0,0,1.0318,-1,1,-0.022,0.749
20,0.0,1,1.8463,-1,-1,0.477,-0.441
20,1.5,1,0.7806,-1,-1,0.457,0.267
20,0.0,1,2.0203,-1,-1,-0.707,0.654
20,-1.5,0,0.7940,-1,1,0.107,-1.026
20,-0.5,0,2.2561,-1,1,-0.201,0.684
20,0.0,1,0.7228,-1,-1,0.101,-0.083
20,0.5,1,0.7458,-1,-1,0.287,-0.466
20,-1.5,0,0.9000,-1,1,-0.478,0.012
20,0.0,1,1.3053,-1,-1,0.098,-0.824
20,0.0,0,2.3121,-1,1,-0.256,-0.471
20,0.0,1,0.7986,-1,-1,-0.848,-0.304
20,1.5,1,0.7952,-1,-1,0.466,-0.598
20,0.0,0,2.1249,-1,1,1.437,-1.321
20,0.5,0,1.6624,-1,1,-0.682,-0.927
20,0.0,0,1.7380,-1,1,-0.206,-1.991
20,-0.5,1,2.0510,-1,-1,1.658,-1.519
20,0.0,1,1.5522,-1,-1,-0.491,-0.079
20,0.5,1,1.4840,-1,-1,0.185,-2.304
20,0.0,1,1.7829,-1,-1,-1.029,-1.076
20,0.0,1,1.3119,-1,-1,-0.596,0.016
20,0.0,1,1.3706,-1,-1,-0.542,-0.170
20,0.0,1,1.0242,-1,-1,-0.208,-0.814
20,0.0,1,1.5043,1,1,0.382,0.274
20,1.5,1,0.6833,1,1,0.050,0.952
20,0.0,1,1.9155,1,1,-0.300,0.622
20,0.0,0,1.5307,1,-1,-0.563,0.890
20,0.0,1,1.3441,1,1,-0.105,0.268
20,0.0,1,1.7692,1,1,0.231,0.158
20,-0.5,0,1.8759,1,-1,0.147,-0.203
20,0.0,0,1.1075,1,-1,0.301,-0.219
20,0.0,1,1.9484,1,1,0.693,-0.846
20,0.0,0,1.4497,1,-1,-0.029,-0.591
20,0.0,1,0.8748,1,1,0.333,-0.174
20,-1.5,0,0.7883,1,-1,-0.204,0.510
20,0.0,1,1.4881,1,1,1.105,-1.418
20,1.5,1,0.9437,1,1,-0.068,-0.456
20,0.0,1,0.9110,1,1,0.371,-0.320
20,0.0,1,1.5405,1,1,0.275,0.216
20,0.5,0,1.6955,1,-1,0.940,-0.554
20,0.5,1,2.3646,1,1,0.816,-0.915
20,-1.5,0,1.1935,1,-1,0.005,-0.106
20,0.0,1,2.3982,1,1,-1.376,-0.067
20,0.0,0,1.0518,1,-1,0.033,-0.390
20,0.5,1,1.7863,1,1,-0.451,-0.248
20,-0.5,0,1.6137,1,-1,0.720,-0.698
20,0.0,1,1.6585,1,1,0.942,-0.376
20,0.0,0,1.1440,1,-1,0.092,-0.135
20,0.0,0,2.0599,0,0,0.147,0.907
20,-0.5,0,1.2359,0,0,-0.200,0.845
20,0.0,0,2.1870,0,0,-0.113,0.727
20,0.0,0,1.5195,0,0,1.010,-0.373
20,0.5,1,0.7688,0,0,0.272,-0.658
20,0.0,1,1.7007,0,0,-0.834,0.820
20,0.0,1,1.1349,0,0,-0.462,0.509
20,0.0,0,1.6368,0,0,-0.309,0.976
20,-1.5,0,1.2305,0,0,0.425,-0.254
20,0.5,1,1.5108,0,0,0.357,0.133
20,0.5,0,2.1351,0,0,0.330,-0.056
20,1.5,1,0.6568,0,0,0.098,0.110
20,-1.5,0,0.8512,0,0,-0.008,0.481
20,1.5,1,1.1836,0,0,-0.399,0.643
20,0.0,0,1.9466,0,0,0.376,-0.318
20,-0.5,0,0.9818,0,0,-0.649,0.203
20,0.0,1,1.7101,0,0,0.827,0.044
20,0.0,1,2.0378,0,0,-0.612,0.539
20,0.0,1,1.7516,0,0,0.233,-0.648
20,0.0,1,1.5461,0,0,0.677,-0.487
20,0.0,1,1.3637,0,0,1.026,-0.574
20,0.0,1,0.7218,0,0,0.501,-1.192
20,0.0,0,2.5042,0,0,-0.636,-0.071
20,0.0,1,2.4974,0,0,-1.690,0.224
20,0.0,0,2.2613,0,0,0.950,-1.240
21,0.0,0,0.2747,-1,1,0.018,1.506
21,0.0,1,1.5460,-1,-1,-0.035,1.561
21,0.0,1,1.3920,-1,-1,-0.416,1.935
21,0.0,1,1.8559,-1,-1,-0.055,1.409
21,0.0,0,2.6816,-1,1,-0.273,1.213
21,0.0,0,2.5973,-1,1,-0.201,1.595
21,0.5,1,2.4799,-1,-1,0.021,1.411
21,0.0,1,2.6297,-1,-1,0.306,1.081
21,-0.5,0,2.8346,-1,1,-0.053,1.422
21,1.5,1,1.1571,-1,-1,-0.276,1.382
21,0.0,1,1.1982,-1,-1,-0.179,1.033
21,-0.5,0,1.2511,-1,1,-0.198,1.113
21,0.0,0,2.2582,-1,1,-0.342,1.224
21,0.0,0,1.5885,-1,1,-0.634,0.961
21,0.0,1,1.0168,-1,-1,0.013,0.751
21,0.5,1,1.4301,-1,-1,0.051,0.869
21,0.0,1,1.0991,-1,-1,-0.198,0.944
21,-0.5,0,0.8695,-1,1,-0.034,0.522
21,0.0,0,2.0777,-1,1,-0.099,0.892
21,-1.5,1,1.1176,-1,-1,0.017,0.955
21,-1.5,0,1.0659,-1,1,-0.211,0.729
21,0.0,1,2.4430,-1,-1,-0.063,0.789
21,0.0,1,1.4650,0,0,0.209,0.725
21,0.0,1,0.7969,0,0,0.078,0.706
21,-0.5,0,1.5784,0,0,-0.170,0.951
21,0.0,1,1.0355,0,0,0.006,-5.532
21,0.0,1,1.2024,0,0,0.012,-5.499
21,0.0,1,1.0002,0,0,-0.017,-5.480
21,0.0,0,1.1948,0,0,0.007,-5.490
21,1.5,1,0.7811,0,0,-0.039,-5.492
21,1.5,1,0.8065,0,0,-0.109,0.448
21,-1.5,0,0.6847,0,0,-0.082,0.057
21,-0.5,0,0.8596,0,0,-0.482,0.448
21,0.0,0,1.6232,0,0,0.043,0.226
21,0.0,0,0.8811,0,0,0.026,0.194
21,0.0,0,1.8797,0,0,0.010,0.340
21,0.0,0,0.7610,0,0,-0.116,0.344
21,-1.5,0,1.6500,0,0,-0.025,0.284
21,0.0,0,0.8784,0,0,-0.048,0.410
21,0.0,0,0.6394,0,0,-0.100,0.222
21,0.0,0,1.1285,0,0,-0.043,0.072
21,0.0,1,2.3262,1,1,-0.311,0.753
21,0.0,0,1.5859,1,-1,-0.042,0.584
21,0.0,1,0.9621,1,1,-0.147,0.706
21,0.0,0,2.7383,1,-1,0.042,0.696
21,0.0,1,2.7559,1,1,-0.037,0.422
21,-1.5,0,1.6789,1,-1,-0.641,0.315
21,0.0,1,1.3157,1,1,0.136,-0.052
21,0.0,1,0.8763,1,1,0.041,0.069
21,-1.5,0,1.3251,1,-1,-0.009,-0.023
21,0.0,1,0.6895,1,1,-0.043,-0.156
21,0.5,1,0.8185,1,1,-0.106,-0.222
21,0.5,1,1.7508,1,1,-0.198,0.154
21,0.0,1,0.5625,1,1,-0.039,-0.038
21,0.0,1,0.6465,1,1,-0.060,-0.272
21,1.5,1,0.5561,1,1,-0.042,-0.219
21,0.0,0,2.2890,1,-1,0.073,-0.361
21,0.5,1,0.8760,1,1,-0.031,0.068
21,0.0,1,2.1684,1,1,-0.403,0.736
21,0.0,0,2.2316,1,-1,-0.356,0.577
21,0.0,0,1.3018,1,-1,-0.277,0.244
21,0.0,1,0.8127,1,1,-0.193,0.283
21,0.0,1,1.6006,1,1,-0.521,0.478
21,-0.5,0,0.7875,1,-1,-0.209,0.413
21,0.0,0,0.8636,1,-1,0.056,-0.483
21,0.0,1,2.1696,1,1,0.007,0.097
21,-1.5,0,1.8867,1,-1,-0.224,0.652
21,0.0,1,1.7631,1,1,-0.611,0.052
21,-1.5,0,0.9250,1,-1,-0.402,-0.296
21,0.0,0,1.7232,1,-1,0.147,-0.665
21,0.0,0,1.5032,1,-1,-0.351,-0.182
21,0.0,0,1.5815,1,-1,-0.538,-0.074
21,0.0,0,2.1357,1,-1,0.130,-0.417
21,1.5,1,0.7583,1,1,-0.144,-0.256
21,-0.5,1,2.3999,1,1,-0.061,-0.194
21,0.0,1,2.0593,1,1,-0.391,-0.339
21,0.0,0,1.2962,1,-1,-0.511,-0.387
21,0.0,1,1.8386,1,1,-0.321,-0.722
21,0.0,0,1.7790,1,-1,-0.306,-0.554
21,0.0,0,0.9350,0,0,0.039,-0.229
21,-1.5,0,2.0413,0,0,-0.004,-0.163
21,0.0,1,1.6851,0,0,-0.853,0.229
21,0.0,0,1.7854,0,0,0.225,-0.584
21,1.5,1,0.9443,0,0,0.736,-0.481
21,0.0,0,0.7394,0,0,-0.002,-0.339
21,0.5,1,1.7925,0,0,0.232,-0.559
21,0.0,1,1.9239,0,0,-0.383,-0.385
21,0.5,1,1.6129,0,0,0.101,-0.630
21,1.5,1,1.8650,0,0,-0.107,-0.636
21,0.0,1,2.0828,0,0,-0.223,-0.407
21,0.0,0,2.0614,0,0,-0.227,-0.468
21,0.0,0,1.9733,0,0,0.254,-1.138
21,1.5,1,0.7666,-1,-1,-0.307,-0.436
21,0.5,1,1.1059,-1,-1,-0.254,-0.717
21,-0.5,0,1.0481,-1,1,-0.222,-0.577
21,0.0,0,1.0677,-1,1,-0.010,-0.880
21,0.0,1,1.8388,-1,-1,-0.020,-0.951
21,0.0,0,2.3638,-1,1,0.346,-0.890
21,0.5,1,1.0174,-1,-1,0.082,-0.971
21,0.0,0,2.7615,-1,1,0.036,-0.372
21,-1.5,0,0.8746,-1,1,-0.702,-1.311
21,0.0,0,2.4578,-1,1,-0.079,-0.369
21,1.5,1,1.0093,-1,-1,-0.091,0.052
21,-1.5,0,0.7790,-1,1,-0.121,-0.258
21,0.0,0,2.0819,-1,1,-0.200,-0.388
21,0.0,0,1.9530,-1,1,0.120,-1.238
21,0.0,0,1.9847,-1,1,-0.097,-0.527
21,0.0,1,2.1724,-1,-1,0.575,-1.205
21,0.0,1,1.3983,-1,-1,-0.459,-0.984
21,-0.5,0,2.2555,-1,1,-0.213,-0.336
21,0.0,0,1.9567,0,0,-0.125,0.302
21,-0.5,0,0.9361,0,0,-0.166,0.660
21,0.0,0,2.0808,0,0,-0.808,0.010
21,-0.5,1,2.1128,0,0,-0.041,0.337
21,0.0,0,1.5118,0,0,-0.149,0.595
21,0.0,0,2.7163,0,0,-0.457,0.819
21,0.0,1,2.8571,0,0,0.223,0.100
21,-1.5,0,1.2444,0,0,0.050,0.297
21,0.0,1,2.6048,0,0,0.007,0.365
21,0.0,0,2.6966,0,0,0.204,0.294
21,0.5,1,1.3710,0,0,-0.711,0.348
21,0.0,0,2.2040,0,0,-0.020,-0.140
21,0.0,0,2.8684,0,0,-0.442,0.538
21,0.0,0,0.8700,0,0,-0.070,-0.000
21,0.0,0,2.7471,0,0,-0.046,0.184
21,1.5,1,1.3334,0,0,-0.150,0.359
21,0.0,0,2.5017,0,0,0.394,-0.068
21,0.0,0,2.4989,0,0,0.054,-0.002
21,1.5,1,1.0095,0,0,-0.314,-0.068
21,0.0,1,1.0242,-1,-1,-0.038,0.095
21,0.0,1,1.2293,-1,-1,-0.366,0.248
21,-1.5,0,0.8358,-1,1,-0.362,-0.177
21,0.0,0,0.7247,-1,1,-0.073,-0.502
21,0.0,0,1.8791,-1,1,-0.199,0.099
21,0.0,0,1.6330,-1,1,0.884,-0.864
21,0.5,1,1.4238,-1,-1,0.072,-0.369
21,0.0,0,2.3249,-1,1,0.200,-0.373
21,0.0,0,1.6711,-1,1,-0.090,-0.184
21,0.5,1,0.8121,-1,-1,0.266,0.082
21,0.0,0,2.3598,-1,1,-0.608,0.927
21,1.5,1,0.6651,-1,-1,-0.105,-0.184
21,0.0,1,2.6179,-1,-1,0.367,-0.219
21,0.0,1,2.1190,-1,-1,-0.301,-0.218
21,1.5,1,0.9504,-1,-1,-0.150,-0.547
21,0.0,0,2.6227,-1,1,-0.216,-0.224
21,0.0,1,0.9236,1,1,-0.410,0.620
21,-0.5,1,2.2640,1,1,-0.013,0.542
21,-1.5,0,0.6505,1,-1,-0.040,0.419
21,0.0,1,2.0495,1,1,-0.554,0.654
21,0.0,1,1.3300,1,1,-0.146,-0.269
21,0.0,1,2.3226,1,1,0.046,0.051
21,0.0,0,0.6869,1,-1,-0.100,0.304
21,0.5,1,1.2496,1,1,-0.006,0.034
21,0.0,0,1.9510,1,-1,0.465,-0.169
21,0.0,1,2.5810,1,1,-0.119,-0.069
21,0.0,0,1.5751,1,-1,-0.345,0.198
21,0.0,0,1.3292,0,0,-0.031,0.724
21,0.0,1,0.9026,0,0,-0.059,1.229
21,0.0,1,2.1768,0,0,0.155,0.397
21,0.5,1,1.7261,0,0,-0.420,1.117
21,0.0,1,1.5684,0,0,-0.393,0.630
21,0.0,0,1.1415,0,0,-0.097,0.171
21,-1.5,0,0.8091,0,0,-0.077,0.211
21,0.5,1,1.0406,0,0,-0.060,0.280
21,1.5,1,0.7279,0,0,-0.172,0.578
21,0.0,1,2.2688,0,0,-0.444,0.598
21,0.0,0,0.6363,0,0,0.304,-0.826
21,0.0,1,2.1195,0,0,-0.016,0.214
21,-0.5,0,2.2375,0,0,-0.281,0.669
21,0.0,0,2.6003,0,0,0.184,-0.061
21,0.0,1,0.8210,0,0,-0.093,0.066
21,-0.5,0,1.9747,0,0,-0.185,0.063
21,0.0,0,2.2783,0,0,-0.148,0.168
21,0.0,0,1.9246,0,0,-0.154,-0.032
21,0.0,1,1.6731,0,0,-0.417,0.323
21,0.0,1,1.7574,0,0,0.019,0.125
21,-1.5,0,0.9535,1,-1,0.035,0.668
21,-0.5,0,1.6846,1,-1,-0.402,0.492
21,0.0,1,1.3943,1,1,-0.381,0.772
21,0.5,1,0.8016,1,1,-0.120,0.352
21,0.0,1,0.7873,1,1,-0.155,0.533
21,1.5,1,2.0105,1,1,-0.221,0.430
21,0.0,1,0.8691,1,1,-0.135,0.436
21,0.0,0,1.2929,1,-1,-0.221,0.356
21,-0.5,0,0.7453,1,-1,-0.011,0.461
21,1.5,1,1.1381,1,1,0.023,0.207
21,0.5,1,0.7705,1,1,0.178,-0.018
21,0.0,0,1.8479,1,-1,-0.241,-0.132
21,0.0,1,1.3566,1,1,0.356,-0.486
21,0.0,0,1.2711,1,-1,-0.150,-0.164
21,0.0,0,1.8289,1,-1,-0.077,-0.367
21,-1.5,0,0.7098,1,-1,-0.042,0.016
21,0.0,0,1.2159,1,-1,-0.051,-0.343
21,0.0,1,0.8512,1,1,0.081,-0.104
21,0.0,1,0.8702,1,1,0.350,-0.595
21,0.0,0,1.7692,1,-1,0.184,-0.131
21,0.5,1,1.1704,-1,-1,0.048,0.285
21,0.0,0,1.6192,-1,1,0.104,0.446
21,0.0,0,0.8046,-1,1,0.105,0.519
21,0.0,1,1.1817,-1,-1,-0.322,0.684
21,0.0,0,2.1305,-1,1,0.084,0.304
21,1.5,1,0.9656,-1,-1,-0.077,0.201
21,0.0,0,2.2600,-1,1,-0.046,0.378
21,0.0,0,2.3841,-1,1,0.219,0.277
21,0.0,1,2.1381,-1,-1,-0.243,0.501
21,0.0,1,2.4751,-1,-1,-0.132,0.437
21,-1.5,0,0.7903,-1,1,-0.239,0.400
21,0.0,0,2.3022,-1,1,0.583,-0.013
21,0.0,0,2.2913,-1,1,0.645,-0.315
21,0.0,1,1.7942,-1,-1,-0.075,0.370
21,-1.5,0,0.8408,-1,1,-0.201,0.106
21,-0.5,0,1.0930,-1,1,0.060,0.035
21,1.5,1,0.8147,-1,-1,-0.204,-0.002
21,0.0,0,2.4913,-1,1,0.229,0.113
21,0.0,1,0.9020,-1,-1,-0.378,-0.002
22,0.0,0,1.1213,1,-1,0.148,0.940
22,-1.5,0,1.1110,1,-1,-0.304,0.937
22,0.0,0,1.8648,1,-1,-0.060,0.968
22,0.5,1,1.4159,1,1,0.254,0.985
22,0.0,1,1.8185,1,1,0.147,0.467
22,0.0,1,1.2682,1,1,0.652,0.315
22,0.5,0,1.5746,1,-1,-0.727,0.811
22,0.0,1,1.3842,1,1,0.026,0.524
22,-0.5,1,1.4341,1,1,-0.054,0.903
22,0.0,1,0.8916,1,1,0.371,0.776
22,0.0,0,1.6845,1,-1,-0.405,1.175
22,0.0,1,0.8789,1,1,0.768,0.151
22,1.5,1,0.8401,1,1,0.079,1.080
22,0.5,1,1.0684,1,1,0.055,1.165
22,0.0,1,1.2168,1,1,0.749,0.161
22,0.0,1,1.4498,1,1,0.428,0.431
22,1.5,1,1.0744,1,1,1.025,-0.937
22,0.0,0,2.1800,1,-1,0.692,-0.024
22,0.0,1,0.9379,1,1,0.018,0.614
22,-0.5,1,1.1254,1,1,0.161,-0.367
22,-1.5,0,1.0367,1,-1,0.309,-0.126
22,0.0,0,2.0106,1,-1,-0.161,1.082
22,0.0,1,1.9047,1,1,-0.106,1.155
22,0.0,1,1.7386,1,1,0.950,-0.282
22,0.0,1,1.9942,1,1,-0.613,1.269
22,0.0,0,1.2040,0,0,0.580,0.868
22,-0.5,0,1.0010,0,0,0.152,0.846
22,-1.5,0,0.9207,0,0,0.037,1.081
22,1.5,1,1.1613,0,0,-0.196,1.610
22,1.5,1,0.8297,0,0,0.141,1.253
22,0.0,1,1.5334,0,0,0.083,0.927
22,-1.5,0,0.7856,0,0,0.239,0.294
22,0.0,1,2.0260,0,0,0.309,0.277
22,0.0,0,1.9834,0,0,-0.336,1.014
22,0.0,1,1.3001,0,0,0.074,-0.110
22,0.0,1,0.9372,0,0,0.246,-0.124
22,-0.5,0,1.2021,0,0,-0.171,0.433
22,0.0,1,0.7079,0,0,0.264,0.160
22,0.5,1,1.0777,0,0,0.095,0.356
22,0.0,0,0.8142,0,0,0.154,0.854
22,0.0,1,0.8779,0,0,-0.048,0.610
22,0.0,1,0.9247,0,0,-0.120,0.796
22,0.0,1,1.9682,0,0,-0.045,0.424
22,0.0,1,1.3149,0,0,0.593,-0.160
22,-0.5,1,0.9594,0,0,-0.103,0.132
22,0.0,1,1.4043,0,0,0.542,-0.379
22,0.5,1,1.2294,0,0,0.357,-0.171
22,0.0,0,2.0132,0,0,-0.365,0.443
22,0.0,0,1.2875,-1,1,0.465,1.099
22,0.5,0,1.7926,-1,1,0.372,0.706
22,0.0,0,1.3677,-1,1,0.352,0.471
22,0.0,0,1.7887,-1,1,1.395,-0.570
22,0.5,1,1.2025,-1,-1,0.407,0.103
22,-1.5,0,1.8614,-1,1,0.805,-0.288
22,0.0,1,0.8992,-1,-1,0.369,-0.391
22,0.0,1,0.9516,-1,-1,0.118,-0.205
22,0.0,0,1.9612,-1,1,0.914,-0.386
22,0.0,0,2.1396,-1,1,-0.130,0.424
22,0.0,0,2.6727,-1,1,1.298,-1.087
22,-0.5,0,1.9012,-1,1,-0.295,0.487
22,-0.5,1,1.8997,-1,-1,0.417,-0.433
22,0.0,1,1.1807,-1,-1,0.077,-1.219
22,0.0,1,0.9825,-1,-1,0.296,-1.807
22,0.0,1,1.0708,-1,-1,0.757,-2.272
22,0.0,1,1.1022,-1,-1,0.402,-0.092
22,0.0,1,1.3803,-1,-1,-0.419,0.080
22,0.0,1,0.9691,-1,-1,0.093,0.733
22,1.5,1,0.7928,-1,-1,-0.081,0.966
22,1.5,1,0.9185,-1,-1,-0.188,0.913
22,0.5,1,0.7770,-1,-1,0.387,-0.100
22,-1.5,0,0.9780,-1,1,-0.131,-0.657
22,0.0,1,0.9805,-1,-1,-0.230,0.483
22,0.5,0,1.7650,1,-1,0.456,1.239
22,-0.5,1,1.2799,1,1,0.210,1.045
22,-1.5,0,1.7663,1,-1,0.320,1.233
22,0.0,1,1.8427,1,1,-0.236,1.545
22,-0.5,1,0.9679,1,1,-0.161,0.264
22,-0.5,1,1.3921,1,1,-0.111,1.062
22,0.0,1,0.8959,1,1,0.599,-0.314
22,0.0,0,1.6259,1,-1,0.554,-0.033
22,0.0,1,1.3711,1,1,0.315,0.776
22,0.0,1,1.7873,1,1,0.477,0.425
